"id","code","name"
activity_513907,513907,VENTA AL POR MAYOR DE DISCOS COMPACTOS Y OTROS DISPOSITIVOSDE GRABACION
activity_513910,513910,VENTA AL POR MAYOR DE TODO TIPO DE ARTICULOS POR CATALOGO
activity_514101,514101,VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS (LEÑA Y SIMILARES)
activity_514103,514103,VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS (CARBON)
activity_514201,514201,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS
activity_514304,514304,VENTA AL POR MAYOR DE EQUIPO DE AIRE ACONDICIONADO Y CALENTADORES (ELECTRICOS)
activity_514308,514308,"VENTA AL POR MAYOR DE  MATERIALES PARA LA CONTRUCCION, ARTICULOS DE FERRETERIA,"
activity_514701,514701,"VENTA AL POR MAYOR DE PRODUCTOS,SUSTANCIAS O REACTIVOS QUIMICOS Y SOLVENTES"
activity_514901,514901,VENTA AL POR MAYOR  Y AL POR MENOR DE CHATARRA
activity_514903,514903,VENTA AL POR MAYOR DE PRODUCTOS PARA USO AGROPECUARIO Y VENTA DESECHOS ORGANICOS
activity_515001,515001,"VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO INDUSTRIAL, DE CONSTRUCCION, INGENIERIA"
activity_515002,515002,VENTA AL POR MAYOR DE REPUESTOS Y/O ACCESORIOS PARA MAQUINARIA Y EQUIPO AGROPECUARIO
activity_515003,515003,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIO
activity_515004,515004,VENTA AL POR MAYOR DE EXTINTORES Y EQUIPO SIMILAR
activity_515201,515201,"VENTA AL  POR MAYOR DE EQUIPO DE COMPUTO, SUS PARTES Y ACCESORIOS"
activity_515203,515203,VENTA AL POR MAYOR DE EQUIPO Y SUMINISTROS DE OFICINA
activity_519003,519003,"VENTA AL POR MAYOR DE EQUIPO, ARTICULOS Y ACCESORIOS DE BELLEZA, COSMETICOS E HIGIENE"
activity_519005,519005,VENTA AL POR MAYOR DE EQUIPO PARA CAMPO DE JUEGOS (PLAY)
activity_519006,519006,DISTRIBUCION Y COMERCIALIZACION AL POR MAYOR DE MATERIAL DEEMPAQUE
activity_519010,519010,COMERCIALIZACION Y DISTRIBUCION AL POR MAYOR DE ALIMENTOS PREPARADOS PARA ANIMAL
activity_519011,519011,COMERCIO AL POR MAYOR DE EQUIPO Y ACCESORIOS PARA PESCA DEPORTIVA O ARTESANAL
activity_519013,519013,COMERCIALIZACION AL POR MAYOR DE SUPLEMENTOS ALIMENTICIOS
activity_519014,519014,VENTA AL POR MAYOR DE POLEN Y/O  SEMILLAS PARA USO AGRICOLA
activity_519015,519015,VENTA AL POR MAYOR DE OTROS PRODUCTOS NO ESPECIALIZADOS
activity_519016,519016,VENTA AL POR MAYOR DE ARTICULOS Y ACCESORIOS ELECTRONICOS
activity_521101,521101,"VENTA AL POR MENOR EN SUPERMERCADOS, ALMACENES Y SIMILARES DE PRODUCTOS ALIMENTICIOS"
activity_521102,521102,"VENTA AL POR MENOR DE ESPECIAS, SALSAS Y CONDIMENTOS"
activity_521201,521201,VENTA AL POR MENOR EN TIENDAS POR DEPARTAMENTOS
activity_521202,521202,PULPERíAS ( MINI-SUPER)(SIN CANTINA)
activity_521901,521901,VENTA AL POR MENOR EN TIENDAS POR DEPARTAMENTOS
activity_522001,522001,COMERCIO AL POR MENOR DE CONFITES Y OTROS PRODUCTOS RELACIONADOS (CONFITERIA)
activity_522002,522002,"VENTA AL POR MENOR DE CARNE DE BOVINO, PORCINO Y AVES (ADEMÁS EMBUTIDOS), INCLUIDOS EN CANASTA BÁSICA"
activity_522003,522003,MACROBIóTICAS
activity_522004,522004,VENTA AL POR MENOR DE PRUTAS Y VERDURAS FRESCAS INCLUIDAS EN CANASTA BÁSICA
activity_522005,522005,VENTA AL POR MENOR DE PESCADOS INCLUIDOS EN CANASTA BÁSICA
activity_522007,522007,LICORERíAS Y/O DEPOSITO DE LICORES (VENTA AL POR MENOR)
activity_522008,522008,VENTA AL POR MENOR DE HUEVOS DE GALLINA INCLUIDOS EN LA CANASTA BASICA
activity_522009,522009,"VENTA AL POR MENOR DE PRUTAS Y VERDURAS FRESCAS, NO INCLUIDAS EN CANASTA BÁSICA"
activity_522011,522011,"PREPARACIÓN, SERVICIO Y VENTA DE FRUTAS PICADAS Y BEBIDAS DE FRUTAS Y/O LEGUMBRE"
activity_522012,522012,COMERCIO AL POR MENOR DE BEBIDAS GASEOSAS Y CARBONATADAS
activity_522013,522013,COMERCIO AL POR MENOR DE AGUA EMBOTELLADA
activity_522016,522016,COMERCIO AL POR MENOR DE PRODUCTOS DE TABACO
activity_522017,522017,"VENTA AL POR MENOR DE CARNE DE BOVINO, PORCINO Y AVES (ADEMÁS EMBUTIDOS) NO INCLUIDOS EN CANASTA BÁSICA"
activity_522018,522018,"VENTA AL POR MENOR  DE PESCADOS Y MARISCOS , ASI COMO OTROS PRODUCTOS DE ORIGEN MARINO"
activity_522020,522020,VENTA AL POR MENOR DE OTROS ALIMENTOS INCLUIDOS EN CANASTA BÁSICA
activity_522021,522021,VENTA AL POR MENOR DE OTROS ALIMENTOS NO INCLUIDOS EN CANASTA BÁSICA
activity_523101,523101,FARMACIAS
activity_523102,523102,VENTA AL POR MENOR DE COSMETICOS Y PERFUMERIA
activity_523103,523103,VENTA AL POR MENOR DE PRÓTESIS EN GENERAL
activity_523201,523201,BAZARES
activity_523202,523202,VENTA AL POR MENOR DE ROPA (BOUTIQUE)
activity_523203,523203,VENTA AL POR MENOR DE CALZADO (ZAPATAERIAS)
activity_523204,523204,PASAMANERíAS
activity_523205,523205,"VENTA AL POR MENOR DE PRENDAS DE VESTIR, ROPA Y ZAPATOS (TIENDAS)"
activity_523206,523206,SERVICIO DE FOTOCOPIADORA
activity_523207,523207,VENTA AL POR MENOR DE ARTíCULOS DE CUERO (EXCEPTO CALZADO)
activity_523208,523208,VENTA AL POR MENOR DE PRODUCTOS TEXTILES (TELAS)
activity_523209,523209,VENTA AL POR MENOR DE MATERIALES PARA CALZADO
activity_523301,523301,COMERCIO AL POR MENOR DE OBJETOS DE CERAMICA  Y PORCELANA
activity_523302,523302,VENTA AL POR MENOR DE CRISTALERíA
activity_523303,523303,"VENTA AL POR MENOR DE DISCOS, CD'S Y OTROS SIMILARES"
activity_523304,523304,"VENTA AL POR MENOR DE ELECTRODOMESTICOS, MUEBLES Y ARTICULOS PARA EL HOGAR"
activity_523306,523306,VENTA AL POR MENOR DE ANTIGUEDADES
activity_523308,523308,"VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES, PARTES Y ACCESORIOS"
activity_523309,523309,VENTA DE CUADROS PINTURAS HECHAS POR PINTORES NACIONALES Y EXTRANJEROS PRODUCIDO
activity_523401,523401,VENTA AL POR MENOR DE DEPóSITO DE MADERA
activity_523402,523402,VENTA AL POR MENOR ARTÍCULOS DE FERRETERÍA PINTURAS MADERA Y MATERIALES PARA LA CONSTRUCCIÓN
activity_523403,523403,VENTA DE PINTURAS
activity_523404,523404,VENTA AL POR MENOR DE VIDRIO PARA LA CONSTRUCCION
activity_523405,523405,VENTA AL POR MENOR DE MATERIALES PARA LA CONSTRUCCION
activity_523406,523406,"VENTA AL POR MENOR DE ARTICULOS ELECTRONICOS, ELECTRICOS Y SIMILARES"
activity_523501,523501,VENTA AL POR MENOR REALIZADA DENTRO DEL DEPÓSITO LIBRE COMERCIAL DE GOLFITO.
activity_523601,523601,"COMERCIO AL POR MENOR DE COMPUTADORAS, ACCESORIOS, MICROCOMPONENTES Y PAQUETES "
activity_523701,523701,LIBRERÍAS
activity_523702,523702,VENTA AL POR MENOR DE REVISTAS/PERIODICOS EN PUESTOS DE VENTAS O MERCADOS
activity_523703,523703,VENTA AL POR MENOR DE LIBROS (EXCEPTO EN MEDIOS ELECTRÓNICOS)
activity_523801,523801,VENTA AL POR MENOR DE ARMAS (ARMERIAS)
activity_523803,523803,VENTA AL POR MENOR DE MAQUINARIA Y EQUIPO DE TODO TIPO Y ARTICULOS CONEXOS
activity_523805,523805,"VENTA AL POR MENOR DE PURIFICADORES DE AGUA, SUS PARTES Y REPUESTOS"
activity_523806,523806,VENTA AL POR MENOR DE MAQUINARIA INDUSTRIAL USADA
activity_523807,523807,"VENTA AL POR MENOR DE REPUESTOS NUEVOS PARA MAQUINARIA, EQUIPO Y OTROS"
activity_523808,523808,"VENTA AL POR MENOR DE REPUESTOS USADOS PARA MAQUINARIA, EQUIPO Y OTROS"
activity_523901,523901,VENTA AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS
activity_523902,523902,VENTA AL POR MENOR DE SUMINISTROS Y/0 EQUIPO DE OFICINA
activity_523903,523903,VENTA AL POR MENOR DE FLORES
activity_523904,523904,SERVICIOS DE REPARACION DE JOYERIA Y RELOJERIA EN GENERAL
activity_523905,523905,"VENTA AL POR MENOR DE JOYERíA, RELOJERIA Y BISUTERIA"
activity_523906,523906,VENTA AL POR MENOR CELULARES ACCESORIOS EQUIPO Y ART PARA COMUNICACIONES
activity_523907,523907,FLORISTERIA
activity_523908,523908,COMERCIO AL POR MENOR DE ANIMALES DOMÉSTICOS PARA CONSUMO HUMANO
activity_523909,523909,VENTA DE PRODUCTOS DE ARTESANIA Y SOUVENIR
activity_523910,523910,VENTA AL POR MENOR DE JUGUETES Y/O ARTICULOS DE ESPARCIMIENTO
activity_523911,523911,VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS NO INCLUIDOS EN CANASTA BÁSICA
activity_523912,523912,VENTA AL POR MENOR Y MAYOR DE PRODUCTOS E INSUMOS AGROPECUARIOS
activity_523913,523913,VENTA AL POR MENOR DE ANIMALES DOMESTICOS PARA MASCOTAS.
activity_523915,523915,DISTRIBUCION Y VENTA DE GAS EN CILINDRO
activity_523916,523916,COMERCIO AL POR MENOR DE ALIMENTOS Y PRODUCTOS N.C.P. EXENTOS DE IVA
activity_523917,523917,VENTA AL POR MENOR DE BICICLETAS Y SUS ACCESORIOS
activity_523918,523918,VENTA AL POR MENOR DE EQUIPO DE AUDIO Y VIDEO
activity_523919,523919,VENTA AL POR MENOR DE ARTICULOS Y ACCESORIOS ORTOPEDICOS
activity_523920,523920,VENTA AL POR MENOR DE ANTEOJOS Y ARTICULOS OPTICOS (OPTICA)
activity_523921,523921,"VENTA AL POR MENOR DE CAJAS REGISTRADORAS, CALCULADORAS O MAQUINAS DE CONTABILIDAD"
activity_523922,523922,VENTA AL POR MENOR DE POLEN Y SEMILLAS
activity_523923,523923,VENTA AL POR MENOR DE REPUESTOS PARA ELECTRODOMESTICOS
activity_523925,523925,VENTA AL POR MENOR DE EXTINTORES
activity_523926,523926,MANTENIMIENTO DE EXTINTORES
activity_523927,523927,REPARACION EQUIPO DE AUDIO Y VIDEO
activity_523929,523929,VENTA DE PERROS ENTRENADOS PARA SEGURIDAD
activity_523930,523930,VENTA AL POR MENOR DE PIEZAS DE BAMBU
activity_523935,523935,VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS NO INCLUIDOS EN CANASTA BÁSICA
activity_524001,524001,VENTA DE TODO TIPO DE ARTICULOS USADOS
activity_524002,524002,CASA DE EMPEñO Y AFíN
activity_524004,524004,VENTA DE LIBROS USADOS
activity_524005,524005,"VENTA DE MONEDAS, BILLETES,ESTAMPILLAS (NUEVAS Y USADAS) PARA COLECCION "
activity_525101,525101,VENTA AL POR MENOR DE TODO TIPO DE ARTICULOS POR CATALOGO
activity_525201,525201,VENTA DE REVISTAS/PERIÓDICOS (PUESTOS CALLEJEROS)
activity_525301,525301,VENTA AL POR MENOR DE LOTERIA Y SIMILARES
activity_525303,525303,EMISIÓN DE LA LOTERIA NACIONAL Y SIMILARES
activity_525901,525901,VENTA DE ALFOMBRAS Y TAPICES
activity_525902,525902,VENTA AMBULANTE DE ARTICULOS PARA EL HOGAR
activity_525903,525903,VENTA DE LIBROS A DOMICILIO
activity_525904,525904,TRABAJOS DE  MANUALIDADES
activity_525905,525905,"VENTA AL POR MENOR DE TARJETAS TELEFóNICAS, PINES, TIEMPO AIRE Y SIMILARES"
activity_526001,526001,SERVICIOS DE REPARACIÓN DE ZAPATOS
activity_526002,526002,REPARACION DE MUEBLES Y ACCESORIOS DOMESTICOS
activity_526003,526003,REPARACION DE BICICLETAS
activity_526005,526005,"ELECTRICISTA, SERVICIOS"
activity_526006,526006,REPARACION DE ARTICULOS ELECTRICOS
activity_526008,526008,REPARACION Y MANTENIMIENTO DE PERSIANAS Y CORTINAS
activity_526010,526010,INSTALACION Y MANTENIMIENTO DE PERSIANAS Y CORTINAS
activity_526011,526011,REPARACION Y MANTENIMIENTO DE EQUIPO PARA TELECOMUNICACIONES
activity_526012,526012,"INSTALACION Y MANTENIMIENTO DE PISCINAS,JACUZZIS Y SIMILARES"
activity_551002,551002,HOTEL
activity_551004,551004,"MOTEL Y/O SERVICIO DE HABITACION OCASIONAL, ALBERGUES, POSADAS Y SIMILARES"
activity_551005,551005,SERVICIO DE SALAS VIP Y PREMIUN EN AEROPUERTOS
activity_552001,552001,"BARES, CANTINAS O TABERNAS"
activity_552002,552002,CAFETERíAS
activity_552003,552003,SERVICIOS DE CATERING SERVICE
activity_552004,552004,"SERVICIO DE RESTAURANTE, CAFETERIAS, SODAS Y OTROS EXPENDIOS DE COMIDA"
activity_552005,552005,SODAS
activity_552007,552007,OTROS EXPENDIOS DE COMIDAS
activity_601001,601001,SERVICIO DE TRANSPORTE POR VÍA FÉRREA
activity_602001,602001,SERVICIO DE TRANSPORTE DE CARGA POR VÍA TERRESTRE
activity_602002,602002,TRANSPORTE DE  PRODUCTOS DERIVADOS DEL PETROLEO
activity_602101,602101,TRANSPORTE REGULAR DE ESTUDIANTES Y EMPLEADOS POR VIA TERRESTRE
activity_602102,602102,TRANSPORTE REGULAR DE PASAJEROS POR VIA TERRESTRE
activity_602201,602201,TRANSPORTE NO REGULAR DE PASAJEROS POR VIA TERRESTRE (EXCURSIONES)
activity_602202,602202,SERVICIO DE TAXI
activity_602203,602203,SERVICIO ESPECIAL ESTABLE DE TAXI (SEETAXI)
activity_602301,602301,SERVICIO DE ACARREO Y DISTRIBUCION DE TODO TIPO DE MERCANCIA (INCLUYE LA MUDANZA
activity_602302,602302,SERVICIOS DE GRUA
activity_602304,602304,SERVICIO DE MUDANZA INTERNACIONAL
activity_603001,603001,SERVICIO DE TRANSPORTE POR TUBERÍAS
activity_611001,611001,TRANSPORTE DE CARGA POR  VIA ACUATICA
activity_611002,611002,TRANSPORTE DE CABOTAJE DE PASAJEROS POR  VIA ACUATICA
activity_621001,621001,SERVICIO DE TRANSPORTE DE CARGA POR VIA AEREA
activity_621002,621002,SERVICIO DE TRANSPORTE AEREO REGULADO DE PASAJEROS (LINEAS AEREAS)
activity_621003,621003,SERVICIO DE PILOTAJE
activity_622001,622001,SERVICIO DE TRANSPORTE AEREO NO REGULAR DE PASAJEROS
activity_630001,630001,PRESTACION DE SERVICIOS DE TRANSITO AEREO
activity_630101,630101,SERVICIO DE CONSOLIDACION DE CARGA Y DESCARGA
activity_630201,630201,SERVICIOS DE ALMACENAJE
activity_630301,630301,PARQUEOS/ESTACIONAMIENTO DE VEHíCULOS
activity_630302,630302,"FUNCIONAMIENTO DE INSTALACIONES TERMINALES COMO PUERTOS, MUELLES Y AEROPUERTOS"
activity_630303,630303,PERMISO DE PASO POR PROPIEDADES PRIVADAS (PEAJE)
activity_630401,630401,ACTIVIDADES DE AGENCIAS DE VIAJES
activity_630403,630403,ACTIVIDADES DE OPERADORES TURÍSTICOS (GUIA  DE TURISMO)
activity_630405,630405,EXPLOTACIóN DE ACTIVIDADES TURíSTICAS(CUYA PRESTACION NO SEA REALIZADA POR UN CE
activity_630901,630901,ALMACENES FISCALES (DEPOSITOS ADUANEROS) Y ESTACIONAMIENTOSTRANSITORIOS
activity_630903,630903,AGENCIA DE TRANSPORTE (NAVIERA)
activity_630904,630904,AGENTE ADUANERO INDEPENDIENTE Y AGENCIA DE ADUANAS
activity_641101,641101,ACTIVIDADES POSTALES Y DE CORREO
activity_642001,642001,"SERVICIOS DE RADIO-MENSAJES, RADIOLOCALIZADORES Y SIMILARES"
activity_642002,642002,"SERVICIO DE TELEVISION POR CABLE, SATELITE U OTROS SISTEMA S SIMILARES"
activity_642003,642003,MANTENIMIENTO DE REDES DE TELECOMUNICACION
activity_642004,642004,SERVICIO DE RADIO FRECUENCIA
activity_642005,642005,"SERVICIOS TELEFONICOS, TELEGRAFICOS Y POR TELEX"
activity_642007,642007,VENTA DE ESPACIO EN EL CABLE SUBMARINO
activity_642008,642008,"SERVICIO DE TRANSMISION  DE  DATOS, TEXTO, SONIDO, VOZ  Y VIDEO POR MEDIO DE LA"
activity_642009,642009,SERVICIOS DIGITALES O DE TELECOMUNICACIONES E INTANGIBLES PRESTADOS DESDE EL EXTERIOR
activity_651101,651101,BANCA CENTRAL
activity_651901,651901,COOPERATIVAS DE AHORRO Y CREDITO
activity_651903,651903,BANCOS ESTATALES (EXCEPTO EL BANCO CENTRAL)
activity_651904,651904,ENTIDADES FINANCIERAS PRIVADAS (BANCOS)
activity_651905,651905,SERVICIO DE ENVIO Y RECIBO DE DINERO
activity_651906,651906,INSTITUCIONES DE AHORRO Y CREDITO PARA VIVIENDA
activity_659101,659101,ARRENDAMIENTO OPERATIVO EN FUNCION FINANCIERA CON OPCION DECOMPRA O RENOVACION (
activity_659201,659201,ENTIDADES FINANCIERAS DISTINTAS AL SISTEMA BANCARIO NACIONAL
activity_659202,659202,EMISORAS Y PROCESADORAS DE TARJETAS DE CREDITO
activity_659901,659901,SERVICIO DE PRESTAMO (PRESTAMISTAS)
activity_659902,659902,FIDEICOMISOS Y/O ADMINISTRADORES DE FONDOS DE INVERSION
activity_659903,659903,SOCIEDADES DE INVERSION MOBILIARIA
activity_659904,659904,SERVICIO RECUPERACION DE DEUDAS (FACTORE0)
activity_659905,659905,FONDOS DE INVERSION
activity_659906,659906,ACTIVIDADES DE SOCIEDADES DE CARTERA (HOLDING)
activity_659907,659907,INGRESOS POR INTERESES DIFERENTES AL COMERCIO DEL PRESTAMO
activity_659908,659908,FONDOS DE LA LEY DEL SISTEMA DE BANCA PARA EL DESARROLLO
activity_659909,659909,FIDEICOMISOS DE LA LEY DEL SISTEMA DE BANCA PARA EL DESARROLLO
activity_660101,660101,SEGUROS DE VIDA
activity_660201,660201,OPERADORAS DE PENSIONES
activity_660202,660202,FONDOS DE OPERADORAS DE PENSIONES EXENTOS DEL 8%
activity_660301,660301,AGENTES DE SEGUROS
activity_660302,660302,COMERCIALIZADORES DE SEGUROS
activity_660303,660303,SEGUROS GENERALES
activity_671101,671101,ADMINISTRACIÓN DE MERCADOS FINANCIEROS
activity_671201,671201,CORREDORES DE BOLSA
activity_671202,671202,PUESTOS DE BOLSA
activity_671901,671901,PUESTOS Y/O CASAS DE CAMBIO DE MONEDA EXTRANJERA
activity_671902,671902,ASESORES FINANCIEROS Y ACTIVIDADES AUXILIARES DE LA INTERMEDICIACION FINANCIERA
activity_672001,672001,ACTIVIDADES AUXILIARES DE LA FINANCIACIÓN DE PLANES DE SEGUROS Y DE PENSIONES
activity_701001,701001,ACTIVIDADES INMOBILIARIAS (ALQUILER DE VIVIENDA SUPERIOR A 1.5 SALARIO BASE)
activity_701002,701002,ALQUILER DE LOCALES COMERCIALES Y CENTROS COMERCIALES
activity_701003,701003,COMPRA Y VENTA DE PROPIEDADES (INVERSIONISTAS)
activity_701004,701004,ALQUILER DE EDIFICIOS Y PROPIEDADES DIFERENTES A CASAS DE HABITACION
activity_701005,701005,ALQUILER DE MARCAS REGISTRADAS
activity_701006,701006,"ALQUILER DE PATENTES (DE LICORES, UNICAMENTE)"
activity_701007,701007,EXPLOTACION DE FRANQUICIAS
activity_701008,701008,ACTIVIDADES INMOBILIARIAS (ALQUILER DE VIVIENDA INFERIOR A 1.5 SALARIO BASE)
activity_702001,702001,AGENTES O CORREDORES DE BIENES RAICES
activity_702003,702003,"ADMINISTRACIóN, MANTENIMIENTO, REPARACIóN Y LIMPIEZA DE LOS SERVICIOS Y BIENES COMUNES DE LA PROPIEDAD EN CONDOMINIO"
activity_711101,711101,ALQUILER DE AUTOMOVILES  DE TODO TIPO
activity_711102,711102,ALQUILER DE MOTOCICLETA/SERVICIO
activity_711103,711103,"ALQUILER DE EQUIPO DE TRANSPORTE POR VIA TERRESTRE, ACUATICA O AEREA"
activity_711105,711105,ALQUILER DE CARRITOS DE GOLF Y OTROS
activity_712101,712101,ALQUILER DE MAQUINARIA Y EQUIPO PARA USO AGRICOLA
activity_712201,712201,ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCIÓN E INGENIERÍA CIVIL
activity_712301,712301,SERVICIOS DE INTERNET EN LOCALES PUBLICOS ( CAFE INTERNET )
activity_712302,712302,ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA
activity_712901,712901,ALQUILER DE MáQUINAS EXPENDEDORAS DE ALIMENTOS Y OTROS
activity_712902,712902,ALQUILER DE MAQUINAS DE ENTRETENIMIENTO (CON MONEDAS)
activity_712904,712904,ALQUILER DE PELICULAS CINEMATOGRAFICAS (VIDEO CLUB) Y/O VIDEO JUEGOS
activity_712905,712905,"ALQUILER DE EQUIPO PARA RADIO, TELEVISIóN Y COMUNICACIONES"
activity_712906,712906,ALQUILER DE EQUIPO PARA DISPENSAR BILLETES (CAJERO AUTOMá-TICO)
activity_712907,712907,ALQUILER MAQUINARIA Y EQUIPO PARA LA ELABORACION Y/O MANTENIMIENTO DE PRODUCTOS
activity_712909,712909,ALQUILER DE OTROS TIPOS DE MAQUINARIA Y EQUIPO PARA USO COMERCIAL
activity_712910,712910,ALQUILER DE MAQUINARIA Y/O EQUIPO PARA USO INDUSTRIAL
activity_712911,712911,ALQUILER DE RAMPAS Y SIMILARES
activity_713001,713001,ALQUILER DE MENAJE
activity_713002,713002,ALQUILER DE EQUIPO RECREATIVO Y DEPORTIVO
activity_713003,713003,ALQUILER DE EQUIPO MEDICO Y ARTICULOS CONEXOS
activity_713012,713012,ALQUILER DE TRAJES DE TODO TIPO
activity_713013,713013,ALQUILER DE EQUIPO Y UTENSILIOS PARA EVENTOS ESPECIALES
activity_713053,713053,"ALQUILER DE ANIMALES (CABALLOS, SERPIENTES, ETC)"
activity_721001,721001,CONSULTORES INFORMÁTICOS
activity_722003,722003,"DISEÑADOR GRAFICO, DE SOFWARE Y PAGINAS WEB"
activity_723001,723001,PROCESAMIENTO DE DATOS
activity_724001,724001,ACTIVIDADES RELACIONADAS CON BASES DE DATOS
activity_725001,725001,REPARACION DE EQUIPO DE COMPUTO
activity_725002,725002,MANTENIMIENTO DE EQUIPO DE COMPUTO
activity_725003,725003,"REPARACIÓN CAJAS REGISTRADORAS, CALCULADORAS, MAQUINAS DE CONTABILIDAD Y EQUIPO"
activity_725004,725004,"MANTENIMIENTO DE CAJAS REGISTRADORAS, CALCULADORAS, MAQUINAS DE CONTABILIDAD"
activity_729001,729001,OTRAS ACTIVIDADES DE INFORMÁTICA
activity_731001,731001,INVESTIGACION Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES
activity_731003,731003,METEOROLOGO POR CUENTA PROPIA
activity_732001,732001,INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES
activity_741101,741101,"BUFFETE DE ABOGADO, NOTARIO, ASESOR LEGAL"
activity_741203,741203,"ACTVIDAD DE CONTABILIDAD (CONTADORES), TENEDURIA DE LIBROS,AUDITORIA Y ASESOR FINANCIERO"
activity_741301,741301,ASESORES EN MERCADEO Y VENTAS
activity_74130,74130,"2 ENCUESTAS DE OPINIóN PúBLICA"
activity_741401,741401,ECONOMISTAS
activity_741402,741402,ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN (HANDLING)
activity_741407,741407,ASESOR ADUANERO
activity_741408,741408,"CORRESPONSAL DE RADIO, TELEVISION Y PRENSA ESCRITA"
activity_742102,742102,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA
activity_742105,742105,SERVICIOS DE CONSULTORIA EN MANTENIMIENTO INDUSTRIAL Y MECANICO
activity_742107,742107,QUIMICOS
activity_742108,742108,ACTIVIDADES DE GEOGRAFIA Y/O GEOLOGIA
activity_742110,742110,BIOLOGO POR CUENTA PROPIA
activity_74211,74211,"2 DIBUJANTE ARQUITECTONICO Y/O PLANOS DE CONSTRUCCION"
activity_742201,742201,ENSAYOS Y ANÁLISIS TÉCNICOS
activity_742202,742202,PROFESIONALES EN TECNOLOGÍA DE ALIMENTOS
activity_743001,743001,PUBLICIDAD
activity_743004,743004,SERVICIOS DE PUBLICIDAD
activity_743005,743005,ALQUILER DE ESPACIOS PUBLICITARIOS
activity_743006,743006,PUBLICIDAD A TRAVES DE MEDIOS ELECTRONICOS
activity_749101,749101,SERVICIOS DE ADMINISTRACIÓN DE PERSONAL
activity_749102,749102,SERVICIOS DE BIBLIOTECOLOGíA
activity_749201,749201,"SERVICIOS DE INVESTIGACION, SEGURIDAD PRIVADA, AGENCIAS Y CONSULTORES"
activity_749204,749204,INSTRUCTOR DE TIRO (MANEJO DE ARMAS).
activity_749301,749301,SERVICIOS DE FUMIGACIóN (NO AGRíCOLA)
activity_749302,749302,SERVICIOS DE LIMPIEZA (INTERIORES Y EXTERIORES)
activity_749401,749401,ESTUDIOS FOTOGRAFICOS
activity_749402,749402,SERVICIO DE FOTOGRAFIA (FOTOGRAFO)
activity_749501,749501,SERVICIOS DE ENVASE Y EMPAQUE
activity_749901,749901,SERVICIO DE FOTOCOPIADO Y OTROS
activity_749902,749902,SERVICIOS DE LEVANTADO DE TEXTO Y/O CORRECCION DE TEXTOS Y OTROS
activity_749903,749903,SERVICIOS SECRETARIALES Y/O OFICINISTA
activity_749904,749904,SERVICIO DE DISEÑO O DECORACION DE INTERIORES (POR CUENTA PROPIA).
activity_749905,749905,SERVICIO DE CONTESTACIóN DE TELéFONOS (CALL CENTER)
activity_749906,749906,SERVICIOS DE TRADUCTOR
activity_749907,749907,SERVICIO DE INSPECCION DE TODO TIPO DE MERCADERIAS Y ACTIVOS(INCLUYE DROGAS)
activity_749908,749908,SERVICIO DE RECOLECCION DE MONEDAS DE LOS TELEFONOS PUBLICOS
activity_749911,749911,AGENCIAS FOTOGRAFICAS POR CATALOGO
activity_749914,749914,SERVCICIO DE COBRANZA DE RECIBOS PUBLICOS Y OTROS
activity_749917,749917,MODELAJE PROFESIONAL (MODELO)
activity_749918,749918,AGENCIAS DE COBRO Y CALIFICACION CREDITICIA
activity_751101,751101,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL
activity_751102,751102,"ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA EN GENERAL, NO SUJETAS AL IMPUESTO SOBR"
activity_751103,751103,MUNICIPALIDADES Y CONCEJOS DE DISTRITO
activity_751106,751106,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL GRAVADAS CON IVA
activity_751201,751201,"JUNTAS DE EDUCACIÓN, COMEDORES ESCOLARES, PATRONATOS, COOPERATIVAS ESCOLARES, CO"
activity_751202,751202,COMITES CANTONALES DE DEPORTES Y RECREACION
activity_751301,751301,ACTIVIDADES DEL SECTOR PúBLICO RELACIONADAS CON LA INFRAESTRUCTURA
activity_751302,751302,FONDOS PUBLICOS (ACTIVIDADES DEL SECTOR PUBLICO)
activity_751401,751401,ACTIVIDADES DE SERVICIOS AUXILIARES PARA LA ADMINISTRACIÓN PÚBLICA EN GENERAL
activity_752101,752101,RELACIONES EXTERIORES
